inn,name,revenue_year,revenue,segment_tag,source,okved_main,employees,region,site,phone,email
6732133803,"ООО ""НТ СИСТЕМА""",2024,196800000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,1.0,Ростов-на-Дону,,+7 920 331-60-24,
9201509764,"ООО ""Т-СИСТЕМА""",2024,126800000.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,,Ростов-на-Дону,,+7 916 288-08-88,info@t-sysstema.com
7708436238,"АО ""ПРЕМИУМ СИСТЕМА""",2024,,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,1.0,Ростов-на-Дону,,,
3849093522,"АО ""СИСТЕМА МАРКЕТИНГА И ПРОДАЖ""",2024,98900000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,18.0,Ростов-на-Дону,,+7 902 513-18-62,
7604338211,"ООО ""СИСТЕМА+""",2024,86400000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,1.0,Ростов-на-Дону,,,
6685176042,"ООО ""ТПК-СИСТЕМА""",2024,78300000.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,,Ростов-на-Дону,,,ivshina@tpk-company.ru
9725104194,"АО ""СИСТЕМА РАЗВИТИЯ""",2024,,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,0.0,Ростов-на-Дону,,,
7725187905,"ООО ""КОМПАНИЯ ""ЭКСПРЕСС-РЕКЛАМА""",2024,42000000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,,Санкт-Петербург,,+7 495 921-36-08,exr@exr.ru
1655433399,"ООО ""ЭКСПРЕСС-РЕКЛАМА""",2024,7100000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,,Санкт-Петербург,,,
7701734228,"ООО ""ЭКСПРЕСС-РЕКЛАМА""",2024,2500000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,,Санкт-Петербург,,,vv7822182@gmail.com
1001257674,"ООО ""КАРЕЛИЯ ПРОМО""",2024,0.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,1.0,Петрозаводск,,+7 814 259-55-55,
1001280440,"ООО РА ""ПРОМО""",2024,57900000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,17.0,Петрозаводск,reklamaptz.ru,+7 814 251-94-39,stepchvalery@yandex.ru
1001231404,"ООО ""СУПЕР ПРОМО""",2024,,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,1.0,Петрозаводск,,,
2635261753,"ООО ""СЕКТОР РЕКЛАМЫ""",2024,6800000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,1.0,Москва,t.me/cektop_p,+7 962 447-00-67,cektop-p@mail.ru
9723207388,"АО ""СЕКТОР УПРАВЛЕНИЯ""",2024,1300000.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,1.0,Москва,,,
6658461562,"ООО ""БИЗНЕС СЕКТОР""",2024,577000.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,0.0,Москва,,,
2308262884,"ООО ""СЕКТОР БИЗНЕСА ГРУПП""",2024,195000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,,Москва,sector.business,+7 965 266-61-61,sbg@mail.ru
7720907878,"АО ""ДЕЛОВОЙ СЕКТОР""",2024,,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,1.0,Москва,,,
276061508,"ООО ""СЕКТОР-ТРЕЙД""",2024,,BTL,checko_custom_parser,Деятельность рекламных агентств,0.0,Москва,,,stomat02@yandex.ru
1001211327,"ООО РЕКЛАМНОЕ АГЕНТСТВО"" СЕКТОР""",2024,31000.0,BTL,checko_custom_parser,Деятельность рекламная,1.0,Москва,,+7 911 410-65-76,
7709185700,"ООО ""СЕКТОР-2А""",2024,,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,1.0,Москва,,,6712028@mail.ru
9722028234,"ООО ""СЕКТОР ПРИЗ""",2024,8900000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,1.0,Москва,,,
7807284201,"ООО ""СЕКТОР 9""",2024,,BTL,checko_custom_parser,Деятельность рекламных агентств,1.0,Москва,,,ivanov.vitaliy1@gmail.com
7731177750,"ООО ""ОМИ""",2024,58500000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,13.0,Москва,o-m-i.ru,,omi@o-m-i.ru
7703642156,"ООО ""РЕКЛАМНОЕ АГЕНТСТВО ""ОМИ""",2024,3400000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,,Москва,o-m-i.ru,,7703642156_773001001@eo.tensor.ru
1655477692,"ООО ""АПЕЛЬСИН""",2024,252500000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",,Самара,,,89274116962@yandex.ru
2319060382,"ООО ""АПТЕКА АПЕЛЬСИН""",2024,203100000.0,BTL|MERCH,checko_custom_parser,Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),7.0,Самара,,+7 862 267-06-59,ooonib@mail.ru
6829034764,"ООО ""АПЕЛЬСИН""",2024,139000000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",,Самара,,+7 910 752-85-27,smapelsin@mail.ru
7802611550,"ООО ""АПЕЛЬСИН ТОРГ""",2024,112400000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная строительными материалами, не включенными в другие группировки, в специализированных магазинах",7.0,Самара,apelsingroup.ru,,
7807155693,"ООО ""КОМПАНИЯ АПЕЛЬСИН""",2024,110000000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах",8.0,Самара,,,info@apelsingroup.ru
5916027546,"ООО ""АПЕЛЬСИН""",2024,59300000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",7.0,Самара,,+7 982 458-28-38,9519378140@mail.ru
4205245520,"ООО ""АПЕЛЬСИН""",2024,56100000.0,BTL|MERCH,checko_custom_parser,Торговля розничная одеждой в специализированных магазинах,,Самара,forma-kem.ru,+7 952 170-57-59,ozorniki_bt@mail.ru
105082748,"ООО ""АПЕЛЬСИН""",2024,56500000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",6.0,Самара,,,donfarma1@mail.ru
5835062895,"ООО ""АПЕЛЬСИН""",2024,53500000.0,BTL|MERCH,checko_custom_parser,Торговля розничная напитками в специализированных магазинах,13.0,Самара,,+7 841 239-90-98,bird-galka@yandex.ru
9727042313,"ООО ""ПРОМОМИР""",2024,5900000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,1.0,Санкт-Петербург,,,
2536178705,"ООО ""ПАСИФИК МЕДИА""",2024,0.0,BTL,checko_custom_parser,Деятельность рекламных агентств,,Владивосток,pmvl.ru,+7 423 230-22-77,mbalkovsky@gmail.com
273087265,"ООО ""НРТ""",2024,11300000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,5.0,Владимир,,+7 347 238-16-80,ind_rec@mail.ru
7725828877,"ООО ""НОВЫЕ РЕКЛАМНЫЕ ТЕХНОЛОГИИ""",2024,8800000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,1.0,Владимир,newadtech.ru,+7 495 152-00-43,new_adv_tech@mail.ru
3329087716,"ООО ""НРТ""",2024,,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,1.0,Владимир,new-rt.ru,+7 905 140-49-74,clients@new-rt.ru
7720880665,"ООО ""НРТ""",2024,2800000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная строительными материалами, не включенными в другие группировки, в специализированных магазинах",1.0,Владимир,,,
7720899384,"ООО ""ПРИЗМА""",2024,172900000.0,BTL|MERCH,checko_custom_parser,Деятельность по упаковыванию товаров,8.0,Петрозаводск,,,
5904286391,"ООО ""ПРИЗМА""",2024,133400000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламная,19.0,Петрозаводск,prizma59.ru,+7 908 276-52-20,info@prizma59.ru
7726470873,"ООО ""ПРИЗМА""",2024,84700000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах",8.0,Петрозаводск,,,
6686071099,"ООО ""ПРИЗМА""",2024,59200000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная алкогольными напитками, включая пиво, в специализированных магазинах",,Петрозаводск,,,
9715222199,"ООО ""ПРИЗМА""",2024,47700000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,,Петрозаводск,,+7 916 119-10-07,priz@ya.ru
5402043469,"ООО ""ПРИЗМА""",2024,32700000.0,BTL|MERCH,checko_custom_parser,Торговля розничная по почте или по информационно-коммуникационной сети Интернет,,Петрозаводск,,,
7731003458,"ООО ""ПРИЗМА КО""",2024,30800000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная незамороженными продуктами, включая напитки и табачные изделия, в неспециализированных магазинах",6.0,Петрозаводск,,,prizma.08@mail.ru
9722080322,"ООО ""ПРИЗМА""",2024,18800000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная прочая вне магазинов, палаток, рынков",1.0,Петрозаводск,,,murugovdv@yandex.ru
5260412823,"ООО ""ПРИЗМА""",2024,12900000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,1.0,Петрозаводск,,+7 831 434-26-85,
2721132335,"ООО ""ПРИЗМА""",2024,9400000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",,Петрозаводск,,,status.ms@mail.ru
2310222053,"ООО ""НЕКО""",2024,0.0,MERCH|BTL|SUVENIR,checko_custom_parser,Торговля розничная прочая в специализированных магазинах,5.0,Казань,neco.pro,+7 861 290-22-42,
9715513254,"ООО ""НАМИНОРИ НЕКО""",2024,,MERCH|BTL|SUVENIR,checko_custom_parser,Торговля розничная по почте или по информационно-коммуникационной сети Интернет,,Казань,,,
7802776344,"ООО ""ТЕС ПРО""",2024,1700000.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,,Санкт-Петербург,,,info@tespro.ru
7802660100,"ООО ""АКСИОМА ВЕБ""",2024,527299999.0,BTL,checko_custom_parser,Деятельность рекламных агентств,27.0,Москва,aksioma-web.ru,+7 812 210-55-10,buh9213087870@gmail.com
7804520620,"ООО ""АКСИОМА""",2024,85000000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,,Москва,aa-axiom.ru,+7 906 250-02-64,
3849002395,"ООО ""АКСИОМА""",2024,36700000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,,Москва,403303.ru,+7 395 240-33-03,info@403303.ru
7816582797,"ООО ""АКСИОМА""",2024,10200000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,,Москва,,+7 812 841-96-56,aksioma.2018@mail.ru
7448250983,"ООО ""АКСИОМА""",2024,,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,0.0,Москва,,,aaksiomaa@mail.ru
6102078952,"ООО ""АКСИОМА""",2024,7600000.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,1.0,Москва,,+7 989 503-83-19,axioma063@mail.ru
5405422031,"ООО ""АКСИОМА ПРИНТ""",2024,4600000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,1.0,Москва,,+7 952 929-11-91,ksansk@ya.ru
7604179593,"ООО ""ЦО ""АКСИОМА""",2024,4000000.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,1.0,Москва,,,
7706730192,"ООО ""АКСИОМА""",2024,2500000.0,BTL,checko_custom_parser,Деятельность рекламная,1.0,Москва,,+7 495 951-14-17,info@rmadv.ru
4205120560,"ООО ""АКСИОМА""",2024,3300000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,1.0,Москва,,+7 384 239-38-58,aksioma42@mail.ru
7840479293,"ООО ""ЭКСПЕРТУС""",2024,110300000.0,BTL|SUVENIR,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,6.0,Москва,expertus.llc,,info@expertus.llc
7719476553,"ООО ""РПК ЭКСПЕРТУС""",2024,7500000.0,BTL|SUVENIR,checko_custom_parser,Деятельность рекламных агентств,1.0,Москва,ekspertus.ru,+7 495 902-52-52,alex@ekspertus.ru
5406832383,"ООО ""ЦЕНТР СОБЫТИЙ""",2024,,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,0.0,Петрозаводск,,,ecenter23@bk.ru
2308169300,"ООО ""ЦЕНТР СОБЫТИЙ""",2024,,BTL,checko_custom_parser,Деятельность рекламных агентств,,Петрозаводск,sobcenter.ru,+7 861 274-45-98,krasnodar.8@mail.ru
2536155610,"ООО ""МАДЖЕНТА""",2024,22300000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,5.0,Москва,magenta-biz.com,+7 423 249-98-99,info@magenta-biz.com
3460019486,"ООО ""МАДЖЕНТА""",2024,8000000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,,Москва,,+7 961 057-72-17,magenta134@mail.ru
7839112029,"ООО ""ЦРР ""МАДЖЕНТА""",2024,6600000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,,Москва,,,lenlus72@mail.ru
7411068103,"ООО ""МАДЖЕНТА""",2024,3700000.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,,Москва,,+7 906 867-78-66,
9727108275,"ООО ""МАДЖЕНТА""",2024,,BTL,checko_custom_parser,Деятельность рекламных агентств,,Москва,,,
7703635416,"АО ""ГК ""ПИОНЕР""",2024,88800000.0,BTL|MERCH,checko_custom_parser,Деятельность по управлению финансово-промышленными группами,5.0,Барнаул,pioneer.ru,+7 929 926-59-69,zapros@pioneer.ru
7703416326,"ООО ""ПИОНЕР""",2024,570000000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,1.0,Барнаул,,+7 903 531-84-84,mail@antonov-race.ru
7447177650,"ООО ""ПИОНЕР""",2024,203900000.0,BTL|MERCH,checko_custom_parser,Торговля розничная обувью в специализированных магазинах,56.0,Барнаул,,+7 491 224-43-22,
7536176104,"ООО ""ПИОНЕР""",2024,133900000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная алкогольными напитками, включая пиво, в специализированных магазинах",1.0,Барнаул,,,pioner498@mail.ru
7202194055,"ООО КА ""ПИОНЕР""",2024,75200000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,,Барнаул,,+7 922 267-24-24,buch.megapolis@gmail.com
2508138725,"ООО ""ТК "" ПИОНЕР""",2024,40900000.0,BTL|MERCH,checko_custom_parser,Торговля розничная санитарно-техническим оборудованием в специализированных магазинах,9.0,Барнаул,,,
7717505262,"ООО ""СИ-БИ-АЙ ПИОНЕР""",2024,40600000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,6.0,Барнаул,cbiconsult.com,+7 903 799-42-76,info@cbiconsult.com
7704354231,"ООО ""ПИОНЕР-СЕРВИС""",2024,25000000.0,BTL|MERCH,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,10.0,Барнаул,service.pioneer.ru,,infouk@pioneer.ru
5407267247,"ООО ""ПИОНЕР""",2024,18400000.0,BTL|MERCH,checko_custom_parser,Торговля розничная одеждой в специализированных магазинах,,Барнаул,,+7 913 985-63-81,sasha_artis@list.ru
7718881750,"ООО ""АИДА ПИОНЕР РУ""",2024,13100000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,1.0,Барнаул,,,kinofinance@mail.ru
5902194096,"ООО ""БОНИФАЦИЙ""",2024,155600000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная цветами и другими растениями, семенами, удобрениями, домашними животными и кормами для домашних животных в специализированных магазинах",,Челябинск,bonishop.ru,+7 342 262-44-52,zma@zooopt.com
6501302243,"ООО ""БОНИФАЦИЙ""",2024,12400000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",,Челябинск,,,6501302243@mail.ru
7450078426,"ООО ""БОНИФАЦИЙ""",2024,0.0,BTL|MERCH,checko_custom_parser,Деятельность рекламная,1.0,Челябинск,,+7 351 247-12-30,a.bukina@bonifaciy74.ru
6453132045,"ООО ""БОНИФАЦИЙ""",2024,1000000.0,BTL|MERCH,checko_custom_parser,Торговля розничная домашними животными и кормами для домашних животных в специализированных магазинах,,Челябинск,,+7 845 229-18-13,bb64@yandex.ru
9704161265,"ООО ""ЦВЕТЕНИЕ ГРАНАТА""",2024,81100000.0,BTL|SUVENIR,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,9.0,Красноярск,,,oleg.myshkin@gmail.com
2536203214,"ООО ""ЭДДИСОН ДВ""",2024,,BTL,checko_custom_parser,Деятельность рекламных агентств,1.0,Владивосток,eddison.ru,+7 423 264-24-03,info@eddison.ru
7701517417,"ООО ""ФОРМУЛА МРП""",2024,0.0,MERCH|BTL|SUVENIR,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,1.0,Чебоксары,,,
7203396985,"ООО ""ФОРМУЛА УСПЕХА""",2024,1400000000.0,MERCH|BTL|SUVENIR,checko_custom_parser,"Торговля розничная прочими пищевыми продуктами в специализированных магазинах, не включенными в другие группировки",78.0,Чебоксары,,,minyazeva.g@sibvaleo.com
5191317090,"ООО ""ФОРМУЛА ЗДОРОВЬЯ""",2024,799400000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),6.0,Чебоксары,,+7 815 552-40-88,adbtender@mail.ru
6672144653,"ООО ""ФОРМУЛА ЗДОРОВЬЯ""",2024,620000000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),60.0,Чебоксары,,+7 343 205-94-41,
2308276573,"АО ""ФОРМУЛА ТРАФИКА""",2024,533400000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Деятельность рекламных агентств,11.0,Чебоксары,,,
6324005024,"ООО ""ФОРМУЛА ЗДОРОВЬЯ""",2024,462900000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),,Чебоксары,,+7 848 277-91-37,naius2015@yandex.ru
5007118018,"ООО ""ФОРМУЛА М""",2024,330300000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Торговля розничная спортивным оборудованием и спортивными товарами в специализированных магазинах,,Чебоксары,,,
9710098808,"ООО ""ЦИФРОВАЯ ФОРМУЛА ДОВЕРИЯ ОВЕРСИЗ""",2024,,MERCH|BTL|SUVENIR,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,1.0,Чебоксары,,,
7733852263,"ООО ""ФОРМУЛА""",2024,277700000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Торговля розничная аудио- и видеотехникой в специализированных магазинах,6.0,Чебоксары,formulatv.ru,+7 495 775-75-89,info@formulatv.ru
7806565023,"ООО ""ФОРМУЛА-А""",2024,233300000.0,MERCH|BTL|SUVENIR,checko_custom_parser,"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",0.0,Чебоксары,,,
6166118840,"ООО ""УСПЕХ""",2024,632400000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Торговля розничная прочая в неспециализированных магазинах,113.0,Санкт-Петербург,,,
5835064638,"ООО ""УСПЕХ-07""",2024,421700000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Деятельность по розничной торговле большим товарным ассортиментом с преобладанием продовольственных товаров в неспециализированных магазинах,90.0,Санкт-Петербург,,+7 841 240-92-84,prospekt-58@mail.ru
7813381605,"ООО ""УСПЕХ""",2024,279000000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Торговля розничная одеждой в специализированных магазинах,28.0,Санкт-Петербург,,+7 812 292-37-18,uspeh@icoatwear.ru
7841066806,"ООО ""ОБРАЗОВАТЕЛЬНО-КОНСУЛЬТАЦИОННЫЙ ЦЕНТР ""УСПЕХ""",2024,264700000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,1.0,Санкт-Петербург,sfera-uspeha.ru,+7 812 454-17-87,marina.bahenskaya@gmail.com
4632065176,"ООО ""УСПЕХ""",2024,210000000.0,MERCH|BTL|SUVENIR,checko_custom_parser,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",,Санкт-Петербург,,+7 951 311-60-88,uspeh03@yandex.ru
2724195125,"ООО ""УСПЕХ""",2024,191000000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Торговля розничная прочая в неспециализированных магазинах,5.0,Санкт-Петербург,uspeh-vl.ru,+7 421 230-29-23,office@novotorg.ru
2463126780,"ООО ""УСПЕХ""",2024,184800000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Торговля розничная замороженными продуктами в неспециализированных магазинах,,Санкт-Петербург,,,
6453174743,"ООО ""УСПЕХ""",2024,178700000.0,MERCH|BTL|SUVENIR,checko_custom_parser,"Производство пластмассовых изделий, используемых в строительстве",8.0,Санкт-Петербург,,,
7827010569,"ООО ""УСПЕХ""",2024,175000000.0,MERCH|BTL|SUVENIR,checko_custom_parser,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",17.0,Санкт-Петербург,repinskiy24.ru,+7 812 432-01-22,
7705693692,"ООО ""УСПЕХ""",2024,164100000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Торговля розничная в неспециализированных магазинах,,Санкт-Петербург,applikatory-lyapko.ru,+7 903 722-64-04,zakaz@applikatory-lyapko.ru
5610230251,"ООО ""ПРИОР МЕДИА""",2024,157600000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,10.0,Москва,,+7 952 966-02-02,dasha.fomina.90@list.ru
2626042963,"ООО ""БИЗНЕС-ПРИОР""",2024,,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,1.0,Москва,business-prior.ru,+7 928 378-18-28,
7728702350,"ООО ""ПРИОР МЕДИА""",2024,,BTL,checko_custom_parser,Деятельность рекламных агентств,1.0,Москва,,,
3808106324,"ООО ""ПРИОР""",2024,63700000.0,BTL,checko_custom_parser,Деятельность по управлению холдинг-компаниями,,Москва,,,
7825012842,"ООО "" РЕКЛАМА-ЦЕНТР""",2024,752800000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,56.0,Санкт-Петербург,reklamacenter.ru,+7 812 318-00-00,lawyer@rekcenter.spb.ru
1646028595,"ООО ""РЕКЛАМА-ЦЕНТР""",2024,55200000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,11.0,Санкт-Петербург,я-реклама.рф,+7 855 577-50-09,75009@bk.ru
1650279400,"ООО ""ПК ""РЕКЛАМА-ЦЕНТР""",2024,29100000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,13.0,Санкт-Петербург,,+7 855 235-47-52,hasanshina@reklama-center.ru
500000873,"ООО ""РЕКЛАМА ЦЕНТР""",2024,10900000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,,Санкт-Петербург,,,kezikovd@inbox.ru
1650350653,"ООО ""ПК ""РЕКЛАМА-ЦЕНТР-1""",2024,9600000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,1.0,Санкт-Петербург,,,dali-c@mail.ru
1650171069,"ООО ""РЕКЛАМА-ЦЕНТР-1""",2024,2400000.0,BTL,checko_custom_parser,Деятельность рекламная,1.0,Санкт-Петербург,,+7 855 235-47-52,
2466219627,"ООО ""РЕКЛАМА - ЦЕНТР""",2024,0.0,BTL,checko_custom_parser,Деятельность рекламных агентств,0.0,Санкт-Петербург,,,
6165090649,"ООО ""РЕКЛАМА-ЦЕНТР""",2024,,BTL,checko_custom_parser,Деятельность рекламных агентств,1.0,Санкт-Петербург,,,
562068769,"ООО ""РИЦ ""БИЗНЕС-РЕКЛАМА""",2024,,BTL,checko_custom_parser,Деятельность рекламных агентств,,Санкт-Петербург,,+7 928 506-91-81,biznes-info05@mail.ru
7813618646,"ООО ""МД ГРУПП""",2024,,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,1.0,Нижний Новгород,,,n.fink@dolgcons.ru
274989675,"ООО ""МД ГРУПП""",2024,532000.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,1.0,Нижний Новгород,,,eugorodnichev@yandex.ru
7448038627,"ООО ""МД - ГРУПП""",2024,0.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,,Нижний Новгород,,+7 351 223-90-93,vacheron.c@gmail.com
9710140182,"ООО ""МД-ГРУПП""",2024,,BTL,checko_custom_parser,Деятельность рекламных агентств,,Нижний Новгород,,,ole1312@mail.ru
5903151539,"ООО ""МД - ПЕРМЬ""",2024,282700000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,19.0,Нижний Новгород,,,nvbaltabaeva@mdperm.media
5405981664,"ООО ""БАНГЛА ГРУПП""",2024,,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,0.0,Нижний Новгород,,,info@irrusgroup.com
7720688104,"ООО ""ЭДМОС-РЕКЛАМА""",2024,1300000000.0,SUVENIR,checko_custom_parser,Прочие виды полиграфической деятельности,,Москва,,+7 499 393-36-92,levchishina@adms.ru
4415004465,"ООО ЮЗ ""ПЛАТИНА""",2024,3500000000.0,SUVENIR,checko_custom_parser,"Производство ювелирных изделий, медалей из драгоценных металлов и драгоценных камней",219.0,Красноярск,platina-kostroma.ru,+7 494 323-10-08,office@platina-kostroma.ru
2461037736,"ООО ИПК ""ПЛАТИНА""",2024,221500000.0,SUVENIR,checko_custom_parser,Деятельность брошюровочно- переплетная и отделочная и сопутствующие услуги,12.0,Красноярск,,,ipkplatina@list.ru
7733730427,"ООО ""ПЛАТИНА""",2024,84000000.0,SUVENIR,checko_custom_parser,Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),6.0,Красноярск,,,
9715370743,"ООО ""ПЛАТИНА""",2024,17800000.0,SUVENIR,checko_custom_parser,Прочие виды полиграфической деятельности,,Красноярск,,+7 391 201-56-24,pt.msk.2019@mail.ru
5001145801,"ООО ""ПЛАТИНА""",2024,8800000.0,SUVENIR,checko_custom_parser,Торговля розничная по почте или по информационно-коммуникационной сети Интернет,0.0,Красноярск,,,vfrc222@bk.ru
2801135324,"ООО ""ПЛАТИНА""",2024,6200000.0,SUVENIR,checko_custom_parser,Прочие виды полиграфической деятельности,,Красноярск,platinadv.ru,+7 416 237-27-71,info@platinadv.ru
3123421357,"ООО ""ПЛАТИНА""",2024,5400000.0,SUVENIR,checko_custom_parser,"Торговля розничная алкогольными напитками, кроме пива, в специализированных магазинах",,Красноярск,,,
7802740115,"ООО ""ПЛАТИНА""",2024,1700000.0,SUVENIR,checko_custom_parser,Торговля розничная в неспециализированных магазинах,1.0,Красноярск,,+7 812 318-70-00,plat@yandex.ru
6314038060,"ООО ""ПЛАТИНА""",2024,147000.0,SUVENIR,checko_custom_parser,Торговля розничная часами в специализированных магазинах,1.0,Красноярск,,,
7724431685,"ООО ""ПРЕМЬЕР-МЕД""",2024,1200000000.0,SUVENIR,checko_custom_parser,Производство медицинских инструментов и оборудования,319.0,Пермь,metallist-24.ru,,
